Species,Set.ID,Set.Name,Set.Tag,Source.Database,Version.information,Set.Size,Set.Composition,Description,X,X.1
Homo sapiens,SMP0000005,Pterine Biosynthesis,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,20,"HMDB0006822, HMDB0002111, HMDB0006821, HMDB0000142, HMDB0001273, HMDB0006823, HMDB0000980, HMDB0001195, HMDB0012282, HMDB0000217, HMDB0000221, HMDB0002065, HMDB0000238, HMDB0002275, HMDB0059658, HMDB0000845, HMDB0000038, HMDB0000902, HMDB0001487","Folates are essential cofactors that provide one-carbon moieties in various states of reduction for biosynthetic reactions. The processes shown in this pathway include transport reactions by which folates are taken up by cells and moved intracellularly, folate conjugation with glutamate (required for folate retention within a cell), as well as the synthesis of pterines, which are used in folate synthesis. Two branches are depicted: Pterin synthesis and Folate biosynthesis. In pterin synthesis, GTP is the precursor for pterin biosynthesis. The enzyme GTP-cyclohydrolase I produces dihydroneopterin triphosphate from GTP as the first step. The product is then dephosphorylated to dihydroneopterin and yields, after removal of a C2-residue from the C3-side chain 6- hydroxymethyldihydropterin, which is the precursor for folate biosynthesis. In terms of folate biosynthesis, the basic steps are: folate â†?dihydrofolate â†?tetrahydrofolate â†?methylene-THF â†?methyl-THF. More specifically, the pathway leading to the formation of tetrahydrofolate (FH4) begins when folate (F) is reduced to dihydrofolate (DHF) (FH2), which is then reduced to THF. Dihydrofolate reductase catalyses the last step. Vitamin B3 in the form of NADPH is a necessary cofactor for both steps of the synthesis. Methylene-THF (CH2FH4) is formed from THF by the addition of methylene groups from one of three carbon donors: formaldehyde, serine, or glycine. Methyl tetrahydrofolate (CH3-THF) can be made from methylene-THF by reduction of the methylene group with NADPH. Another form of THF, formyl-THF (or folinic acid) results from oxidation of methylene-THF or is formed from formate donating formyl group to THF. Finally, histidine can donate a single carbon to THF to form methenyl-THF.",NA,
Homo sapiens,SMP0000006,Tyrosine Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,67,"HMDB0000158, HMDB0000208, HMDB0000707, HMDB0000148, HMDB0001491, HMDB0000191, HMDB0000223, HMDB0001377, HMDB0000130, HMDB0001967, HMDB0002052, HMDB0001268, HMDB0002111, HMDB0000060, HMDB0000134, HMDB0000464, HMDB0000547, HMDB0000306, HMDB0005175, HMDB0000217, HMDB0000020, HMDB0000221, HMDB0000073, HMDB0000657, HMDB0000044, HMDB0000216, HMDB0001264, HMDB0013636, HMDB0000609, HMDB0059658, HMDB0002281, HMDB0001229, HMDB0004067, HMDB0001430, HMDB0004058, HMDB0006779, HMDB0004068, HMDB0001253, HMDB0000819, HMDB0001185, HMDB0000939, HMDB0000068, HMDB0006242, HMDB0000051, HMDB0003125, HMDB0001248, HMDB0000164, HMDB0062493, HMDB0004061, HMDB0000902, HMDB0001866, HMDB0001487, HMDB0059597, HMDB0000291, HMDB0000318, HMDB0000022, HMDB0003791, HMDB0001336, HMDB0000118, HMDB0015531, HMDB0006915, HMDB0011639, HMDB0001398, HMDB0000957, HMDB0001490","Tyrosine is produced in cells by hydroxylating (via phenylalanine hydroxylase) the essential amino acid phenylalanine. Half of the phenylalanine required goes into the production of tyrosine; if the diet is rich in tyrosine itself, the requirements for phenylalanine are reduced by about 50%. Phenylalanine hydroxylase is a mixed-function oxygenase: one atom of oxygen is incorporated into water and the other into the hydroxyl of tyrosine. The reductant is the tetrahydrofolate-related cofactor tetrahydrobiopterin, which is maintained in the reduced state by the NADH-dependent enzyme dihydropteridine reductase (DHPR). The catabolism of tyrosine starts with an Î±-ketoglutarate dependent transamination through the tyrosine transaminase, which generates p-hydroxyphenylpyruvate. The next oxidation step is catalyzed by p-hydroxylphenylpyruvate-dioxygenase and generates homogentisate (2,5-dihydroxyphenyl-1-acetate). In order to split the aromatic ring of homogentisate, a further dioxygenase, homogentistate-oxygenase is required. Through this reaction, maleylacetoacetate is created. Fumarylacetate is then generated by maleylacetoacetate-cis-trans-isomerase through rotation of the carboxyl group created from the hydroxyl group via oxidation. This cis-trans-isomerase contains glutathione as a coenzyme. Fumarylacetoacetate is finally split into acetoactate and fumarate via fumarylacetoacetate-hydrolase through the addition of a water molecule. Thereby fumarate (also a metabolite of the citric acid cycle) and acetoacetate (3-ketobutyroate) are liberated. Acetoacetate is a ketone body, which is activated with succinyl-CoA, and thereafter it can be converted into acetyl-CoA which in turn can be oxidized by the citric acid cycle or be used for fatty acid synthesis.",NA,
Homo sapiens,SMP0000007,Beta-Alanine Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,34,"HMDB0000194, HMDB0002111, HMDB0000056, HMDB0000479, HMDB0000033, HMDB0000177, HMDB0000191, HMDB0001967, HMDB0001491, HMDB0000026, HMDB0000051, HMDB0000076, HMDB0000217, HMDB0000300, HMDB0000221, HMDB0001248, HMDB0001520, HMDB0000208, HMDB0011111, HMDB0000148, HMDB0001423, HMDB0000902, HMDB0001206, HMDB0001487, HMDB0001106, HMDB0059597, HMDB0000002, HMDB0001377, HMDB0003125, HMDB0000657, HMDB0000464, HMDB0011639, HMDB0000210","Beta-alanine, 3-aminopropanoic acid, is a non-essential amino acid. Beta-Alanine is formed by the proteolytic degradation of beta-alanine containing dipeptides: carnosine, anserine, balenine, and pantothenic acid (vitamin B5). These dipeptides are consumed from protein-rich foods such as chicken, beef, pork, and fish. Beta-Alanine can also be formed in the liver from the breakdown of pyrimidine nucleotides into uracil and dihydrouracil and then metabolized into beta-alanine and beta-aminoisobutyrate. Beta-Alanine can also be formed via the action of aldehyde dehydrogenase on beta-aminoproionaldehyde which is generated from various aliphatic polyamines. Under normal conditions, beta-alanine is metabolized to aspartic acid through the action of glutamate decarboxylase. It addition, it can be converted to malonate semialdehyde and thereby participate in propanoate metabolism. Beta-Alanine is not a proteogenic amino acid. This amino acid is a common athletic supplementation due to its belief to improve performance by increased muscle carnosine levels.",NA,
Homo sapiens,SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,28,"HMDB0000159, HMDB0000208, HMDB0000205, HMDB0000148, HMDB0001491, HMDB0002111, HMDB0001377, HMDB0000051, HMDB0003125, HMDB0001248, HMDB0059658, HMDB0000158, HMDB0002281, HMDB0000692, HMDB0000707, HMDB0000538, HMDB0000045, HMDB0000250, HMDB0000130, HMDB0001967, HMDB0002052, HMDB0015531, HMDB0001268, HMDB0000060, HMDB0000134, HMDB0000464, HMDB0000547","In man, phenylalanine is an essential amino acid which must be supplied in the dietary proteins.  Once in the body, phenylalanine may follow any of three paths.  It may be (1) incorporated into cellular proteins, (2) converted to phenylpyruvic acid, or (3) converted to tyrosine.  Tyrosine is found in many high protein food products such as soy products, chicken, turkey, fish, peanuts, almonds, avocados, bananas, milk, cheese, yogurt, cottage cheese, lima beans, pumpkin seeds, and sesame seeds.  Tyrosine can be converted into L-DOPA, which is further converted into dopamine, norepinephrine (noradrenaline), and epinephrine (adrenaline).  Depicted in this pathway is the conversion of phenylalanine to phenylpyruvate (via amino acid oxidase or tyrosine amino transferase acting on phenylalanine), the incorporation of phenylalanine and/or tyrosine into polypeptides (via tyrosyl tRNA synthetase and phenylalyl tRNA synthetase) and the conversion of phenylalanine to tyrosine via phenylalanine hydroxylase.  This reaction functions both as the first step in tyrosine/phenylalanine catabolism by which the body disposes of excess phenylalanine, and as a source of the amino acid tyrosine.  The decomposition of L-tyrosine begins with an Î±-ketoglutarate dependent transamination through the tyrosine transaminase to para-hydroxyphenylpyruvate.  The next oxidation step catalyzed by p-hydroxylphenylpyruvate-dioxygenase creates homogentisate.  In order to split the aromatic ring of homogentisate, a further dioxygenase, homogentistate-oxygenase, is required to create maleylacetoacetate.  Fumarylacetate is created by the action maleylacetoacetate-cis-trans-isomerase through rotation of the carboxyl group created from the hydroxyl group via oxidation.  This cis-trans-isomerase contains glutathione as a coenzyme.  Fumarylacetoacetate is finally split via fumarylacetoacetate-hydrolase into fumarate (also a metabolite of the citric acid cycle) and acetoacetate (3-ketobutyroate).",NA,
Homo sapiens,SMP0000009,Ammonia Recycling,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,29,"HMDB0000187, HMDB0000243, HMDB0000051, HMDB0001491, HMDB0000168, HMDB0002111, HMDB0000191, HMDB0000538, HMDB0000641, HMDB0000045, HMDB0000250, HMDB0000148, HMDB0000177, HMDB0000301, HMDB0001967, HMDB0001341, HMDB0002142, HMDB0001096, HMDB0000030, HMDB0000547, HMDB0000902, HMDB0000208, HMDB0001487, HMDB0001846, HMDB0012210, HMDB0001533, HMDB0001248, HMDB0000123",Ammonia can be rerouted from the urine and recycled into the body for use in nitrogen metabolism. Glutamate and glutamine play an important role in this process. There are many other processes that act to recycle ammonia. asparaginase recycles ammonia from asparagine. Glycine cleavage system generates ammonia from glycine. Histidine ammonia lyase forms ammonia from histidine. Serine dehydratase also produces ammonia by cleaving serine.,NA,
Homo sapiens,SMP0000010,Nucleotide Sugars Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,20,"HMDB0000538, HMDB0003345, HMDB0001341, HMDB0001401, HMDB0001586, HMDB0000547, HMDB0000285, HMDB0000286, HMDB0000250, HMDB0000902, HMDB0002111, HMDB0000935, HMDB0001487, HMDB0001018, HMDB0001967, HMDB0000302, HMDB0000645, HMDB0015531, HMDB0000143","Nucleotide sugars are defined as any nucleotide in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative. There are nine sugar nucleotides and they can be classified depending on the type of the nucleoside forming them: UDP-Glc, UDP-Gal, UDP-GlcNAc, UDP-GlcUA, UDP- Xyl, GDP-Man, GDP-Fuc and CMP-NeuNAc. In nucleotide sugar metabolism the nucleotide sugars act as donors for sugar residues in the glycosylation reactions that produce polysaccharides. They are substrates for glycosyltransferases. The nucleotide sugars are also intermediates in nucleotide sugar interconversions that produce some of the activated sugars needed for glycosylation reactions. Since most glycosylation takes place in the endoplasmic reticulum and golgi apparatus, there are a large family of nucleotide sugar transporters that allow nucleotide sugars to move from the cytoplasm, where they are produced, into the organelles where they are consumed.",NA,
Homo sapiens,SMP0000011,Inositol Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,31,"HMDB0001498, HMDB0004527, HMDB0003529, HMDB0001143, HMDB0001187, HMDB0006235, HMDB0006814, HMDB0000211, HMDB0000968, HMDB0001313, HMDB0001401, HMDB0000902, HMDB0004249, HMDB0003850, HMDB0006953, HMDB0000538, HMDB0001341, HMDB0003848, HMDB0000547, HMDB0003502, HMDB0001059, HMDB0002111, HMDB0002142, HMDB0001377, HMDB0000127, HMDB0000692, HMDB0000250, HMDB0000464, HMDB0001333","Inositol (also known as myo-inositol) is a carbocyclic polyol that plays an important role as the structural basis for a number of secondary messengers in eukaryotic cells, including inositol phosphates, phosphatidylinositol (PI) and phosphatidylinositol phosphate (PIP) lipids. It is found in many foods, in particular, in cereals with high bran content, nuts, beans, and fruit, especially cantaloupe melons and oranges. Inositol is not considered a vitamin itself because it can be synthesised by the body. Myo-Inositol is synthesized from glucose-6-phosphate (G-6-P) in two steps. First, G-6-P is isomerised by inositol-3-phosphate synthase (ASYNA1) to myo-inositol 3-phosphate, which is then dephosphorylated by inositol monophosphatase (IMPase 1) to give free myo-inositol. The synthesis of phosphatidylinositol is catalyzed by phosphatidylinositol synthase and involves CDP-diacylglycerol and myo-inositol. Phosphatidylinositol phosphate lipids are a product of class I, II and III phosphoinositide 3-kinases (PI 3-kinases) acting on phosphatidylinositol. Many inositol phosphates are made by the hydrolysis of phosphatidylinositol phosphates by phospholipase C. They may also be synthesized or remodeled via various kinases and phosphatases.",NA,
Homo sapiens,SMP0000012,Catecholamine Biosynthesis,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,18,"HMDB0000158, HMDB0059658, HMDB0001377, HMDB0000609, HMDB0000038, HMDB0002111, HMDB0000692, HMDB0000073, HMDB0001967, HMDB0001491, HMDB0000044, HMDB0000216, HMDB0001264, HMDB0013636, HMDB0000657, HMDB0001185, HMDB0000939, HMDB0000068","The Catecholamine Biosynthesis pathway depicts the synthesis of catecholamine neurotransmitters. Catecholamines are chemical hormones released from the adrenal glands as a response to stress that activate the sympathetic nervous system. They are composed of a catechol group and are derived from amino acids. The commonly found catecholamines are epinephrine (adrenaline), norepinephrine (noradrenaline) and dopamine. They are synthesized in catecholaminergic neurons by four enzymes, beginning with tyrosine hydroxylase (TH), which generates L-DOPA from tyrosine. The L-DOPA is then converted to dopamine via aromatic L-amino acid decarboxylase (AADC), which becomes  norepinephrine via dopamine beta-hydroxylase (DBH); and finally is converted to epinephrine via phenylethanolamine N-methyltransferase (PNMT).",NA,
Homo sapiens,SMP0000013,Cysteine Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,26,"HMDB0000538, HMDB0000148, HMDB0000574, HMDB0001341, HMDB0002142, HMDB0001049, HMDB0001377, HMDB0060179, HMDB0000692, HMDB0000208, HMDB0002332, HMDB0001491, HMDB0002111, HMDB0000243, HMDB0034829, HMDB0003276, HMDB0000051, HMDB0001368, HMDB0002084, HMDB0001453, HMDB0002127, HMDB0000902, HMDB0001487, HMDB0000045, HMDB0000250",The semi-essential amino aid cysteine is tightly regulated in the body to ensure proper levels for metabolism but maintaining levels below toxic thresholds. Cysteine can be obtained from diet or synthesized from  O-acetyl-L-serine. Cystine is the dimeric form of cysteine. Cysteine is a precursor for protein synthesis and an antioxidant. Impaired cysteine metabolism has been linked with neurodegenerative disorders.,NA,
Homo sapiens,SMP0000015,Glutathione Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,22,"HMDB0000125, HMDB0000267, HMDB0000148, HMDB0000574, HMDB0001049, HMDB0000538, HMDB0000123, HMDB0001341, HMDB0002142, HMDB0003125, HMDB0003337, HMDB0002111, HMDB0000221, HMDB0000217, HMDB0001248, HMDB0031524, HMDB0000161, HMDB0006248, HMDB0000078","Glutathione (GSH) is an low-molecular-weight thiol and antioxidant in various species such as plants, mammals and microbes. Glutathione plays important roles in nutrient metabolism, gene expression, etc. and sufficient protein nutrition is important for maintenance of GSH homeostasis. Glutathione is synthesized from glutamate, cysteine, and glycine sequentially by gamma-glutamylcysteine synthetase and GSH synthetase. L-Glutamic acid and cysteine are synthesized to form gamma-glutamylcysteine by glutamate-cysteine ligase that is powered by ATP. Gamma-glutamylcysteine and glycine can be synthesized to form glutathione by enzyme glutathione synthetase that is powered by ATP, too. Glutathione exists oxidized (GSSG) states and in reduced (GSH) state. Oxidation of glutathione happens due to relatively high concentration of glutathione within cells.",NA,
Homo sapiens,SMP0000016,Propanoate Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,38,"HMDB0001175, HMDB0001206, HMDB0001484, HMDB0002170, HMDB0006807, HMDB0002307, HMDB0000700, HMDB0001275, HMDB0002310, HMDB0002255, HMDB0001022, HMDB0000237, HMDB0000883, HMDB0002217, HMDB0000202, HMDB0011111, HMDB0000056, HMDB0006806, HMDB0002086, HMDB0001967, HMDB0000538, HMDB0000595, HMDB0002142, HMDB0001341, HMDB0000030, HMDB0001333, HMDB0001423, HMDB0000902, HMDB0001487, HMDB0000208, HMDB0000148, HMDB0001491, HMDB0002111, HMDB0001248, HMDB0000045, HMDB0000250, HMDB0003426, HMDB0001362","The metabolism of propionic acid (propanoate) begins with its conversion to propionyl coenzyme A (propionyl-CoA), which is the usual first step in the metabolism of carboxylic acids. Alternatively, propionyl-CoA results from the oxidative decarboxylation of 2-ketobutyric acid. This reaction is mediated by a large, multienzyme complex such as the branched-chain alpha-keto acid dehydrogenase complex. 2-hydroxybutyric acid is formed as a by-product during the formation of 2-ketobutyric acid via a reaction catalyzed by lactate dehydrogenase (LDH). Since propanoate has three carbons, propionyl-CoA cannot directly enter either the beta oxidation nor the citric acid cycles. In most vertebrates, propionyl-CoA is carboxylated to D-methylmalonyl-CoA, which is isomerised to L-methylmalonyl-CoA. A vitamin B12-dependent enzyme, called methylmalonyl CoA mutase catalyzes the rearrangement of L-methylmalonyl-CoA to succinyl-CoA, which is an intermediate of the citric acid cycle. Malonyl-CoA, another product of propanoate metabolism, is also used in transporting alpha-ketoglutarate across the mitochondrial membrane into the mitochondrial matrix. Malonyl-CoA is formed by carboxylating acetyl-CoA using the enzyme acetyl-CoA carboxylase. One molecule of acetyl-CoA joins with a molecule of carbon dioxide, requiring energy rendered from ATP.",NA,
Homo sapiens,SMP0000017,Vitamin B6 Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,20,"HMDB0001491, HMDB0002111, HMDB0001545, HMDB0002142, HMDB0001431, HMDB0001377, HMDB0000051, HMDB0003125, HMDB0001520, HMDB0000239, HMDB0000017, HMDB0001248, HMDB0006954, HMDB0006955, HMDB0003344, HMDB0001319, HMDB0001555, HMDB0000547","Vitamin B6 is a water-soluble vitamin and is part of the vitamin B complex group. Pyridoxal phosphate (PLP) is the active form of vitamin B6 and is a cofactor in many reactions of amino acid metabolism, including transamination, deamination, and decarboxylation. Seven forms of this vitamin are known: pyridoxine (PN), pyridoxine 5â€?phosphate (PNP). pyridoxal (PL), pyridoxal 5â€?phosphate (PLP), pyridoxamine (PM), pyridoxamine 5â€?phosphate (PMP) and 4-pyridoxic acid (PA). PA is the catabolite which is excreted in the urine. The absorption of pyridoxal phosphate and pyridoxamine phosphate involves their dephosphorylation catalyzed by a membrane-bound alkaline phosphatase. Those products and non-phosphorylated forms of vitamin B6 in the digestive tract are absorbed by diffusion, which is driven by trapping of the vitamin as 5â€?phosphates through the action of phosphorylation (by a pyridoxal kinase) in the jejunal mucosa. The trapped pyridoxine and pyridoxamine are oxidized to pyridoxal phosphate in the tissue. Several products of vitamin B6 metabolism are excreted in the urine including 4-pyridoxic acid. It has been estimated that 40-60% of ingested vitamin B6 is oxidized to 4-pyridoxic acid. Other products of vitamin B6 metabolism that are excreted in the urine when high doses of the vitamin have been given include pyridoxal, pyridoxamine, and pyridoxine and their phosphates.",NA,
Homo sapiens,SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,18,"HMDB0001388, HMDB0006547, HMDB0000673, HMDB0002177, HMDB0001999, HMDB0006528, HMDB0003073, HMDB0006323, HMDB0002007, HMDB0002925, HMDB0001043, HMDB0002226, HMDB0006246, HMDB0006322, HMDB0008820, HMDB0000464, HMDB0002183, HMDB0001976","Linoleic acid is a member of essential fatty acids called omega-6 fatty acids. It is an essential dietary requirement for all mammals. The other group of essential fatty acids is the omega-3 fatty acids (i.e. alpha-linolenic acid). After linoleic acid imports into cell, acyl-CoA 6-desaturase (fatty acid desaturase 2) catalyze linoleic acid to form gamma-linolenic acid (GLA); then GLA will be transformed to dihomo-gamma-linolenic acid (DGLA) by elongation of very long chain fatty acids protein 5 (ELOVL5). DGLA will be final converted to arachidonic acid by acyl-CoA (8-3)-desaturase (fatty acid desaturase 1). Arachidonic acid will be converted to a group of metabolites called eicosanoids. ÃŽÂ±-Linolenic acid (ALA) has been considered as an important metabolite since it is seesnetial 18:3n or omega-3 fatty acid, and also it has to be acquired through diet. Once acquired, ÃŽÂ±-Linolenic acid can be Ã¢â‚¬Å“regeneratedÃ¢â‚¬Â?endogenously by the cleavage of phospholipids into their constituent fatty acids by phospholipase A2. The resulting fatty acid can then be converted to stearidonic acid through the action of fatty acid desaturase 2. ÃŽÂ±-Linolenic acid is primarily used by the body in the synthesis of Eicosapentaenoic acid (EPA; 20:5, nÃ¢Ë†â€?) and docosahexaenoic acid (DHA; 22:6, nÃ¢Ë†â€?), two fatty acids that play a vital role in many metabolic and cell signaling processes. These fatty acids are synthesized via fatty acid desaturase 2, fatty acid desaturase 1 and several elongase enzymes (Q9GZR5) in the liver. ÃŽÂ±-Linolenic acid is also in the regulation of lipid metabolism by activation of the peroxisome proliferators-activated receptor alpha (PPARa).",NA,
Homo sapiens,SMP0000020,Arginine and Proline Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,52,"HMDB0000904, HMDB0001096, HMDB0000214, HMDB0000538, HMDB0000191, HMDB0000045, HMDB0000250, HMDB0000052, HMDB0000134, HMDB0000517, HMDB0000051, HMDB0001967, HMDB0002111, HMDB0001341, HMDB0002142, HMDB0000148, HMDB0000902, HMDB0000208, HMDB0001487, HMDB0002104, HMDB0001491, HMDB0059597, HMDB0001301, HMDB0000162, HMDB0001248, HMDB0001377, HMDB0000254, HMDB0062585, HMDB0000123, HMDB0000128, HMDB0001185, HMDB0000939, HMDB0000064, HMDB0001511, HMDB0000294, HMDB0001333, HMDB0003411, HMDB0006875, HMDB0003125, HMDB0002234, HMDB0002273, HMDB0000221, HMDB0006556, HMDB0000223, HMDB0002070, HMDB0004224, HMDB0003378, HMDB0000217, HMDB0003178, HMDB0001520, HMDB0059658","Arginine and proline metabolism pathway illustrates arginine, ornithine, proline, citrulline and glutamate metabolism in homo sapiens. The cytosolic enzymes such as argininosuccinate synthetase (ASS) will synthesize citrulline into argininosuccinic acid, and then argininosuccinate lyase (ASL) will synthesize further from argininosuccinic acid to arginine. Glutamate and 1-pyrroline-5-carboxylate (glutamate's precursor) will biosynthesize to form proline. Citrulline is derived from ornithine through proline, glutamine or glutamate's catabolism. Generation of proline and glutamate from ornithine in mitochondria is important since many of the reactions required proline and glutamate. Because of arginine, glutamine, and proline related sub-pathways are all bidirectional; hence, cell type and developmental stage of the cell will mainly decide the net utilization or production of these amino acids. In small intestine, epithelial cells will produce citrulline from glutamine and glutamate primarily; alongside with the extraction of citrulline from circulation via kidney's proximal tubule cells, and then convert citrulline into arginine for returning back to circulation. Therefore, the damage or impariment of small bowel or renal function will greatly increasing the dietary requirement due to the reducing of endogenous arginine synthesis. Proline and arginine (protegenic amino acids) will incorporate into proteins by prolyl-tRNA and arginyl-tRNA with synthesis of their respective tRNA synthetases. In epithelial cells, ornithine is used primarily to synthesize citrulline and arginine, which make it as a key component of the arginine/proline metabolic pathway. In liver cells (surrounding by the portal vein), ornithine functions primarily as an intermediate of the urea cycle, with surrounding central vein, ornithine is used to synthesize glutamate and glutamine while in many peripheral tissues.",NA,
Homo sapiens,SMP0000021,Taurine and Hypotaurine Metabolism,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,12,"HMDB0000574, HMDB0001377, HMDB0060179, HMDB0000692, HMDB0002991, HMDB0001967, HMDB0000965, HMDB0015531, HMDB0001491, HMDB0002757, HMDB0000251, HMDB0004195","Taurine, or 2-aminoethanesulfonic acid, is an organic acid.  Taurine is a derivative of the sulfur-containing (sulfhydryl) amino acid, cysteine.  For mammalian taurine synthesis occurs in the pancreas via the cysteine sulfinic acid pathway.  In this pathway, the sulfhydryl group of cysteine is first oxidized to cysteine sulfinic acid by the enzyme cysteine dioxygenase.  Cysteine sulfinic acid, in turn, is decarboxylated by sulfinoalanine decarboxylase to form hypotaurine.  Taurine is conjugated via its amino terminal group with chenodeoxycholic acid and cholic acid to form the bile salts sodium taurochenodeoxycholate and sodium taurocholate.  This reaction is catalyzed by BAAT (bile acid-CoA:amino acid N-acetyltransferase).  In the body, this reaction occurs in hepatocytes and is the means by which bile acids recovered from the intestine are converted to bile salts before being released again into the bile.  The low pKa (1. 5) of taurine's sulfonic acid group ensures that this moiety is negatively charged in the pH ranges normally found in the intestinal tract.",NA,
Homo sapiens,SMP0000023,Steroid Biosynthesis,Metabolic,SMPDB,SMPDB 2.75 released August 15 2018,46,"HMDB0001206, HMDB0001484, HMDB0001423, HMDB0002111, HMDB0001375, HMDB0059629, HMDB0000538, HMDB0001343, HMDB0001341, HMDB0001090, HMDB0002142, HMDB0001347, HMDB0001967, HMDB0001120, HMDB0000547, HMDB0001285, HMDB0000250, HMDB0000961, HMDB0000221, HMDB0000256, HMDB0000217, HMDB0001377, HMDB0001188, HMDB0001248, HMDB0001251, HMDB0006839, HMDB0001023, HMDB0000142, HMDB0003178, HMDB0001286, HMDB0006840, HMDB0006927, HMDB0015531, HMDB0006838, HMDB0001217, HMDB0006271, HMDB0006842, HMDB0006841, HMDB0001170, HMDB0003896, HMDB0000032, HMDB0000067, HMDB0002719, HMDB0000876, HMDB0000220","Steroid biosynthesis (Cholesterol Biosynthesis) is an anabolic metabolic pathway that produces steroids from simple precursors.  These are joined together via HMG-CoA synthase to produce hydroxy-3-methylgutaryl-CoA (HMG-CoA), which is then reduced to mevalonic acid via the enzyme HMG-CoA reductase.  HMG-CoA reductase is the protein target of many cholesterol lowering drugs called statins.  The mevaolonic acid is then phosphorylated by mevalonate kinase and subsequently decarboxylated to form isopentylpyrophosphate (IPP).  IPP can also be isomerized to form dimethylallylpyrophosphate (DMAPP).  Isopentenyl pyrophosphate and dimethylallylpyrophosphate donate isoprene units, which can be joined together to make farnesyl and geranylgeranyl intermediates.  Specifically, three molecules of isopentenyl pyrophosphate condense to form farnesyl pyrophosphate through the action of geranyl transferase.  Two molecules of farnesyl pyrophosphate then condense to form squalene by the action of squalene synthase in the endoplasmic reticulum.  Oxidosqualene cyclase then cyclizes squalene to form lanosterol.  Lanosterol is a tetracyclic triterpenoid, which is the compound from which all steroids are derived.  14-Demethylation of lanosterol by CYP51 eventually yields cholesterol.  It can be obtained from animal fats consumed in the diet or synthesized de novo (as described above).  Cholesterol is an essential constituent of lipid bilayer membranes and is the starting point for the biosyntheses of bile acids and salts, steroid hormones, and vitamin D.  Bile acids and salts, e. g. , taurocholate, are mostly synthesized in the liver.  They are released into the intestine and function as detergents to solubilize dietary fats.  Steroid hormones are mostly synthesized in the adrenal gland and gonads.  They regulate energy metabolism and stress responses (glucocorticoids such as cortisol), salt balance (mineralocorticoids such as aldosterone), and sexual development and function (androgens and estrogens such as estradiol).",NA,
